study,pval,tstat,tcrit,mui,muin,yi,vi,N,hack,signif,affirm,Di
1,0.886083569694545,-0.144009566625207,2.00957523712924,0.142560069237975,0.732539144286093,-0.132439620915553,0.845771742411469,20,no,FALSE,FALSE,1
2,0.325710841019602,-0.992746336419702,2.00957523712924,0.125587638396186,0.348953056368695,-0.821363956821891,0.684533483600947,20,no,FALSE,FALSE,1
3,0.0826802362877271,-1.77159622711162,2.00957523712924,0.674940463536357,0.0013941495383063,-1.79746333648957,1.02941522684588,20,no,FALSE,FALSE,1
4,0.469731767328538,-0.728571359900176,2.00957523712924,0.103299352388981,0.234783305281829,-0.731152878671638,1.00709907748697,20,no,FALSE,FALSE,1
5,0.418723141220636,-0.815516758815701,2.00957523712924,-0.0863682704808205,-0.178644891898876,-0.928078232753732,1.29510026792826,20,no,FALSE,FALSE,1
6,0.31415059701586,-1.01699627693491,2.00957523712924,0.3978267912933,0.247976597226728,-1.00500977396721,0.976566550563395,20,no,FALSE,FALSE,1
7,0.0981002723702382,-1.68627827778027,2.00957523712924,-0.55670315450248,-0.997715795487754,-1.65336628811136,0.961345870728179,20,no,FALSE,FALSE,1
8,0.825299492183859,0.221918710120899,2.00957523712924,0.153241823930592,0.247442633723584,0.252618347965591,1.29581183593303,20,no,FALSE,FALSE,1
9,0.335610192582748,0.972435261974583,2.00957523712924,0.263988882472852,0.537785680427282,0.959632764080172,0.973842530402944,20,no,FALSE,FALSE,1
10,0.286022307322445,-1.07865634833435,2.00957523712924,-0.286632366755574,-0.171663139071959,-1.20002800850438,1.23770332446332,20,no,FALSE,FALSE,1
11,0.288464959868447,1.07314009075325,2.00957523712924,0.632273435397499,0.864553047153072,1.05539573211327,0.967203429613603,20,no,FALSE,FALSE,1
12,0.192512510073031,1.32137749587963,2.00957523712924,0.375663945727877,0.568561535213066,1.04526587698431,0.625748379524332,20,no,FALSE,FALSE,1
13,0.225560047559716,1.22733684234169,2.00957523712924,0.186089019401874,0.275181730061992,1.37350562993696,1.2523719893639,20,no,FALSE,FALSE,1
14,0.72501311713606,-0.353791282096991,2.00957523712924,0.402393060762047,0.10769589383306,-0.352075106914552,0.990321905332112,20,no,FALSE,FALSE,1
15,0.243799051260239,-1.17974170749056,2.00957523712924,0.333844644159748,0.363736194940858,-1.11383568629664,0.891391297241496,20,no,FALSE,FALSE,1
16,0.205697116184586,-1.28251220348328,2.00957523712924,0.328885810913238,0.100570819441562,-1.48623265094837,1.34292136627534,20,no,FALSE,FALSE,1
17,0.267966054942101,-1.12049196983454,2.00957523712924,0.0797916914211614,-0.212554288719553,-1.13050880346902,1.01795926704002,20,no,FALSE,FALSE,1
18,0.0302833393504289,-2.23109774272383,2.00957523712924,0.326868941492001,0.549101005086675,-2.19644209423924,0.969175267693686,20,no,TRUE,FALSE,1
19,0.918893271115955,-0.102354193294344,2.00957523712924,0.844471538934739,0.463686569198739,-0.0958064666495396,0.87614980332261,20,no,FALSE,FALSE,1
20,0.783685180495075,-0.276030934542645,2.00957523712924,-0.308589559272893,-0.739069652827232,-0.272295528471048,0.973118003832862,20,no,FALSE,FALSE,1
21,0.303005687990692,1.0409546804879,2.00957523712924,-0.377679533615342,-0.0892263282688144,0.909964591344038,0.764161832302535,20,no,FALSE,FALSE,1
22,0.91250456464377,-0.110448841327672,2.00957523712924,0.0470556608884164,0.33321110847419,-0.0942115772901622,0.727589161790801,20,no,FALSE,FALSE,1
23,0.543992697270105,0.611047182479536,2.00957523712924,0.122028340631974,-0.112449871116161,0.651118525621954,1.13545679149982,20,no,FALSE,FALSE,1
24,0.0405651467282981,-2.1036514602839,2.00957523712924,0.538714381753522,0.227152482639142,-1.60279868516901,0.580510905344548,20,no,TRUE,FALSE,1
25,0.921081076477033,-0.0995837893416453,2.00957523712924,0.263859440288699,-0.000279421322116558,-0.103419550671104,1.07851948889713,20,no,FALSE,FALSE,1
26,0.0610441393722696,1.91726417317142,2.00957523712924,0.589057447354738,0.788586563324355,1.51568405395735,0.624961766618897,20,no,FALSE,FALSE,1
27,0.481663369564606,0.709034133203864,2.00957523712924,-0.226175749777737,-0.265568743807836,0.674873308163399,0.905962492378321,20,no,FALSE,FALSE,1
28,0.588194831863851,0.545045190445481,2.00957523712924,-0.240085925628322,-0.14858373111604,0.457596949013114,0.704857324254526,20,no,FALSE,FALSE,1
29,0.48225288646084,-0.708075947904926,2.00957523712924,-0.339588940730586,-0.557709746599805,-0.681422412330057,0.926132537589393,20,no,FALSE,FALSE,1
30,0.900414068744232,-0.125788475337644,2.00957523712924,0.584854847301479,0.37144100870234,-0.119932754868338,0.909062855771735,20,no,FALSE,FALSE,1
31,0.381328518330568,0.883410248895867,2.00957523712924,0.298242524749095,0.371698024468173,0.937934097743958,1.12724880143317,20,no,FALSE,FALSE,1
32,0.305822907275426,1.03484241327796,2.00957523712924,-0.0932597995243499,-0.616432253181602,0.884030591187819,0.729770237232244,20,no,FALSE,FALSE,1
33,0.228294557830742,1.22002583530504,2.00957523712924,0.109284162692482,0.18850076976547,1.14867296390034,0.886451019333937,20,no,FALSE,FALSE,1
34,0.850737116777248,-0.189174947682264,2.00957523712924,0.0572478148306736,-0.591032565772591,-0.197966204460768,1.09510274632086,20,no,FALSE,FALSE,1
35,0.336052117103692,0.971537896241044,2.00957523712924,0.117316047473503,0.0161012514359274,0.87483439368392,0.81083447637209,20,no,FALSE,FALSE,1
36,0.827862320171369,-0.218609380113046,2.00957523712924,0.279753303451324,0.20269960785939,-0.222586261487077,1.03671438558506,20,no,FALSE,FALSE,1
37,0.578832534339176,-0.558815711133182,2.00957523712924,0.215233463832612,-0.365986008659537,-0.543431708493611,0.945698575720771,20,no,FALSE,FALSE,1
38,0.463402350594018,-0.739049993217538,2.00957523712924,0.311191668604123,0.126747385408121,-0.709257757248437,0.921001959461297,20,no,FALSE,FALSE,1
39,0.79006459382911,-0.267686029607385,2.00957523712924,-0.109641315873703,0.0548748842502247,-0.273645822358767,1.04502392237721,20,no,FALSE,FALSE,1
40,0.62196939607732,0.496203579216226,2.00957523712924,0.256114953120718,0.158189424419412,0.581671213500433,1.37415384566199,20,no,FALSE,FALSE,1
41,0.797421400578486,0.258086083054035,2.00957523712924,-0.353580304115954,-0.619024143895775,0.251910167502065,0.952713283411483,20,no,FALSE,FALSE,1
42,0.595711025549749,-0.534065496845497,2.00957523712924,0.174519671818114,-0.515205878343187,-0.55710523354231,1.08814165010468,20,no,FALSE,FALSE,1
43,0.354459572383244,-0.93483124242542,2.00957523712924,-0.112338906483373,-0.144313876001423,-0.988777914322315,1.11874492468465,20,no,FALSE,FALSE,1
44,0.230011294843931,1.21546875850962,2.00957523712924,0.411859005203116,0.452686847381748,1.21202737028366,0.994345364525376,20,no,FALSE,FALSE,1
45,0.863659642860121,-0.172621957731675,2.00957523712924,-0.493947526428485,-0.650246804152463,-0.18529941442951,1.15227467880672,20,no,FALSE,FALSE,1
46,0.698069331716654,-0.390214241804658,2.00957523712924,-0.662297766359789,-0.729745645659712,-0.36017537736913,0.851965106216489,20,no,FALSE,FALSE,1
47,0.959328871462773,0.0512573100185441,2.00957523712924,-0.00663425453995881,0.225902436995174,0.0495264792912652,0.933605262483577,20,no,FALSE,FALSE,1
