meta.name,method,Mhat,MLo,MHi,Shat,SLo,SHi,overall.error,MhatSE,ShatSE,stan.warned,stan.warning,MhatRhat,ShatRhat,optim.converged,optimx.Nelder-Mead.Mhat,optimx.BFGS.Mhat,optimx.CG.Mhat,optimx.L-BFGS-B.Mhat,optimx.nlm.Mhat,optimx.nlminb.Mhat,optimx.spg.Mhat,optimx.ucminf.Mhat,optimx.newuoa.Mhat,optimx.bobyqa.Mhat,optimx.nmkb.Mhat,optimx.hjkb.Mhat,optimx.Rcgmin.Mhat,optimx.Rvmmin.Mhat,optimx.Nelder-Mead.Shat,optimx.BFGS.Shat,optimx.CG.Shat,optimx.L-BFGS-B.Shat,optimx.nlm.Shat,optimx.nlminb.Shat,optimx.spg.Shat,optimx.ucminf.Shat,optimx.newuoa.Shat,optimx.bobyqa.Shat,optimx.nmkb.Shat,optimx.hjkb.Shat,optimx.Rcgmin.Shat,optimx.Rvmmin.Shat,optimx.Nelder-Mead.convcode,optimx.BFGS.convcode,optimx.CG.convcode,optimx.L-BFGS-B.convcode,optimx.nlm.convcode,optimx.nlminb.convcode,optimx.spg.convcode,optimx.ucminf.convcode,optimx.newuoa.convcode,optimx.bobyqa.convcode,optimx.nmkb.convcode,optimx.hjkb.convcode,optimx.Rcgmin.convcode,optimx.Rvmmin.convcode,optimx.Nelder-Mead.nll,optimx.BFGS.nll,optimx.CG.nll,optimx.L-BFGS-B.nll,optimx.nlm.nll,optimx.nlminb.nll,optimx.spg.nll,optimx.ucminf.nll,optimx.newuoa.nll,optimx.bobyqa.nll,optimx.nmkb.nll,optimx.hjkb.nll,optimx.Rcgmin.nll,optimx.Rvmmin.nll,optimx.Nelder-Mead.kkt1,optimx.BFGS.kkt1,optimx.CG.kkt1,optimx.L-BFGS-B.kkt1,optimx.nlm.kkt1,optimx.nlminb.kkt1,optimx.spg.kkt1,optimx.ucminf.kkt1,optimx.newuoa.kkt1,optimx.bobyqa.kkt1,optimx.nmkb.kkt1,optimx.hjkb.kkt1,optimx.Rcgmin.kkt1,optimx.Rvmmin.kkt1,optimx.Nelder-Mead.kkt2,optimx.BFGS.kkt2,optimx.CG.kkt2,optimx.L-BFGS-B.kkt2,optimx.nlm.kkt2,optimx.nlminb.kkt2,optimx.spg.kkt2,optimx.ucminf.kkt2,optimx.newuoa.kkt2,optimx.bobyqa.kkt2,optimx.nmkb.kkt2,optimx.hjkb.kkt2,optimx.Rcgmin.kkt2,optimx.Rvmmin.kkt2,optimx.Nconvergers,optimx.convergers,optimx.Mhat.winner,optimx.Pagree.Mhat.winner,optimx.Nagree.of.convergers.Mhat.winner,optimx.Pagree.of.convergers.Mhat.winner,optimx.Mhat.agreers,optimx.Mhat.convergers.agreers,optimx.Shat.winner,optimx.Pagree.Shat.winner,optimx.Nagree.of.convergers.Shat.winner,optimx.Pagree.of.convergers.Shat.winner,optimx.Shat.agreers,optimx.Shat.convergers.agreers,k.pub,k.pub.affirm,k.pub.nonaffirm,prob.pub.study.affirm,SAPBE.author.year,SAPBE.meta.study.type,SAPBE.LogEta,SAPBE.Eta,SAPBE.VarLogEta,SAPBE.shapiro.pval,SAPBE.Mhat,SAPBE.Mhat.Lo,SAPBE.Mhat.Hi,SAPBE.Mhat.Pval,SAPBE.Analysis.Scale,SAPBE.Sval.Est,SAPBE.Sval.CI,SAPBE.Sval.Est.Num,SAPBE.Sval.CI.Num,SAPBE.Mhat.Worst,SAPBE.Mhat.Worst.Lo,SAPBE.Mhat.Worst.Hi,SAPBE.Mhat.Worst.Pval,SAPBE.group,SAPBE.group.pretty,SAPBE.discipline,SAPBE.Data.source,SAPBE.k.all,SAPBE.k.rc,SAPBE.k.affirm.rc,SAPBE.k.nonaffirm.rc,SAPBE.meta.med.year,SAPBE.k.year.coded,SAPBE.Pdisaffirm.ratio,SAPBE.PZeroEst,SAPBE.excl.Pdisaffirm.ratio,SAPBE.excl.PZeroEst,SAPBE.excl.shapiro,SAPBE.excl.other
24699695,naive,0.105000442090323,0.0762606806250412,0.133740203555606,0.116850436781402,0.0916147813177856,0.137531018305338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,40,56,0.416666666666667,Van Yperen 2014,Unclear,0.0946950243514455,1.09932353708809,0.117914581136805,0.0201641206017874,0.105579961081627,0.0777704101576822,0.133389512005571,3.46815909324505e-11,z,Not possible,14.2457417602629,Inf,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,plos,PLOS One,soc,public,96,95,40,55,,0,4.17857142857143,0.0208333333333333,TRUE,FALSE,TRUE,FALSE
24699695,maon,0.0205352687852609,-0.00879908041795443,0.0498696179884763,0.0773087980948308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,40,56,0.416666666666667,Van Yperen 2014,Unclear,0.0946950243514455,1.09932353708809,0.117914581136805,0.0201641206017874,0.105579961081627,0.0777704101576822,0.133389512005571,3.46815909324505e-11,z,Not possible,14.2457417602629,Inf,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,plos,PLOS One,soc,public,96,95,40,55,,0,4.17857142857143,0.0208333333333333,TRUE,FALSE,TRUE,FALSE
24699695,2psm,0.103039271892926,0.0595775450120658,0.146500998773787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,40,56,0.416666666666667,Van Yperen 2014,Unclear,0.0946950243514455,1.09932353708809,0.117914581136805,0.0201641206017874,0.105579961081627,0.0777704101576822,0.133389512005571,3.46815909324505e-11,z,Not possible,14.2457417602629,Inf,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,plos,PLOS One,soc,public,96,95,40,55,,0,4.17857142857143,0.0208333333333333,TRUE,FALSE,TRUE,FALSE
24699695,pcurve,0.210655096102127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,40,56,0.416666666666667,Van Yperen 2014,Unclear,0.0946950243514455,1.09932353708809,0.117914581136805,0.0201641206017874,0.105579961081627,0.0777704101576822,0.133389512005571,3.46815909324505e-11,z,Not possible,14.2457417602629,Inf,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,plos,PLOS One,soc,public,96,95,40,55,,0,4.17857142857143,0.0208333333333333,TRUE,FALSE,TRUE,FALSE
24699695,jeffreys-mcmc-pmean,0.390164592953489,0.0747415570884368,1.82898908168549,0.21253856208469,0.104390112905399,0.527293460210642,,0.054098726643313,0.00908752848057306,1,"Tail Effective Samples Size (ESS) is too low, indicating posterior variances and tail quantiles may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#tail-ess",1.01767084284208,1.01405701488075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,40,56,0.416666666666667,Van Yperen 2014,Unclear,0.0946950243514455,1.09932353708809,0.117914581136805,0.0201641206017874,0.105579961081627,0.0777704101576822,0.133389512005571,3.46815909324505e-11,z,Not possible,14.2457417602629,Inf,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,plos,PLOS One,soc,public,96,95,40,55,,0,4.17857142857143,0.0208333333333333,TRUE,FALSE,TRUE,FALSE
24699695,jeffreys-mcmc-pmed,0.2308401334507,0.0747415570884368,1.82898908168549,0.185271689073291,0.104390112905399,0.527293460210642,,0.054098726643313,0.00908752848057306,1,"Tail Effective Samples Size (ESS) is too low, indicating posterior variances and tail quantiles may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#tail-ess",1.01767084284208,1.01405701488075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,40,56,0.416666666666667,Van Yperen 2014,Unclear,0.0946950243514455,1.09932353708809,0.117914581136805,0.0201641206017874,0.105579961081627,0.0777704101576822,0.133389512005571,3.46815909324505e-11,z,Not possible,14.2457417602629,Inf,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,plos,PLOS One,soc,public,96,95,40,55,,0,4.17857142857143,0.0208333333333333,TRUE,FALSE,TRUE,FALSE
24699695,jeffreys-mcmc-max-lp-iterate,0.146881726273283,0.0747415570884368,1.82898908168549,0.14411507205132,0.104390112905399,0.527293460210642,,0.054098726643313,0.00908752848057306,1,"Tail Effective Samples Size (ESS) is too low, indicating posterior variances and tail quantiles may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#tail-ess",1.01767084284208,1.01405701488075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,40,56,0.416666666666667,Van Yperen 2014,Unclear,0.0946950243514455,1.09932353708809,0.117914581136805,0.0201641206017874,0.105579961081627,0.0777704101576822,0.133389512005571,3.46815909324505e-11,z,Not possible,14.2457417602629,Inf,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,plos,PLOS One,soc,public,96,95,40,55,,0,4.17857142857143,0.0208333333333333,TRUE,FALSE,TRUE,FALSE
24699695,jeffreys-sd,0.147733095939665,0.00508924821521076,0.29037694366412,0.14484382115228,0.0727040840871757,0.216983558217384,,0.0727788106565279,0.0368066646296223,,,,,TRUE,0.147733095939665,0.147731714813905,0.147703124198431,0.147738251976763,0.147714225779174,0.147719638349689,,,,,,,0.147719669072282,0.147719659606193,0.14484382115228,0.144849721960282,0.144842516714276,0.144861291135732,0.144846089787392,0.144848950670886,,,,,,,0.144848966153458,0.144848960109883,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,0,0,-61.7998956951493,-61.7998958455545,-61.7998958621731,-61.7998958305135,-61.7998958857388,-61.799895888886,8.98846567431158e+307,8.98846567431158e+307,8.98846567431158e+307,8.98846567431158e+307,8.98846567431158e+307,8.98846567431158e+307,-61.7998958888861,-61.7998958888861,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,TRUE,8,Nelder-Mead BFGS CG L-BFGS-B nlm nlminb Rcgmin Rvmmin,0.147719669072282,1,8,1,Nelder-Mead BFGS CG L-BFGS-B nlm nlminb Rcgmin Rvmmin,Nelder-Mead BFGS CG L-BFGS-B nlm nlminb Rcgmin Rvmmin,0.144848966153458,1,8,1,Nelder-Mead BFGS CG L-BFGS-B nlm nlminb Rcgmin Rvmmin,Nelder-Mead BFGS CG L-BFGS-B nlm nlminb Rcgmin Rvmmin,96,40,56,0.416666666666667,Van Yperen 2014,Unclear,0.0946950243514455,1.09932353708809,0.117914581136805,0.0201641206017874,0.105579961081627,0.0777704101576822,0.133389512005571,3.46815909324505e-11,z,Not possible,14.2457417602629,Inf,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,plos,PLOS One,soc,public,96,95,40,55,,0,4.17857142857143,0.0208333333333333,TRUE,FALSE,TRUE,FALSE
24699695,mle-sd,0.227176483918943,-0.0517444289872019,0.506097396825088,0.181132207955728,0.0672831223930558,0.294981293518401,,0.142309203182424,0.0580873355126418,,,,,TRUE,0.227136765255377,0.227176483918943,0.227063812901129,0.22717684874682,0.227094567928662,0.227108335823633,,,,,,,0.227108242670339,0.227108272081158,0.181133809941425,0.181132207955728,0.181090005210047,0.181136305285321,0.181100884490348,0.181106650645888,,,,,,,0.181106616745312,0.181106629348705,0,0,1,0,0,0,9999,9999,9999,9999,9999,9999,0,0,-55.5669355014624,-55.566935733309,-55.5669357993987,-55.5669357180506,-55.5669358435548,-55.5669358485174,8.98846567431158e+307,8.98846567431158e+307,8.98846567431158e+307,8.98846567431158e+307,8.98846567431158e+307,8.98846567431158e+307,-55.5669358485174,-55.5669358485175,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,TRUE,7,Nelder-Mead BFGS L-BFGS-B nlm nlminb Rcgmin Rvmmin,0.227108272081158,1,7,1,Nelder-Mead BFGS CG L-BFGS-B nlm nlminb Rcgmin Rvmmin,Nelder-Mead BFGS L-BFGS-B nlm nlminb Rcgmin Rvmmin,0.181106629348705,1,7,1,Nelder-Mead BFGS CG L-BFGS-B nlm nlminb Rcgmin Rvmmin,Nelder-Mead BFGS L-BFGS-B nlm nlminb Rcgmin Rvmmin,96,40,56,0.416666666666667,Van Yperen 2014,Unclear,0.0946950243514455,1.09932353708809,0.117914581136805,0.0201641206017874,0.105579961081627,0.0777704101576822,0.133389512005571,3.46815909324505e-11,z,Not possible,14.2457417602629,Inf,14.2457417602629,0.0188271901076217,-0.0107322101677014,0.0483865903829449,0.206670465879248,plos,PLOS One,soc,public,96,95,40,55,,0,4.17857142857143,0.0208333333333333,TRUE,FALSE,TRUE,FALSE
24959902,naive,0.325611806670061,0.0985212073682254,0.552702405971897,0.529855217025695,0.216688696254928,0.71731381621577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,7,44,0.137254901960784,Fan 2014,All observational,-0.501080937340384,0.605875392289778,0.525712329610609,0.577687362351253,0.328105637033332,0.0969910732665826,0.559220200800081,0.0065207915073604,log-ratio,Not possible,3.1030901647209,Inf,3.1030901647209,0.10098838260756,-0.104465937682082,0.306442702897201,0.323753554270243,plos,PLOS One,med,scraped,51,50,7,43,2012,51,2.65909090909091,0,FALSE,FALSE,FALSE,FALSE
